distance,w_lat,w_lon,h_lat,h_lon
19511,37.011,-85.907,37.155,-85.780
4217,37.011,-85.907,37.044,-85.931
14411,37.011,-85.907,37.139,-85.934
13332,37.011,-85.907,37.104,-86.001
10171,37.011,-85.907,37.083,-85.977
15065,37.011,-85.907,37.048,-86.070
2344,37.011,-85.907,36.990,-85.912
2481,37.011,-85.907,36.989,-85.910
2806,37.011,-85.907,36.987,-85.916
3308,37.011,-85.907,36.982,-85.918
3649,37.011,-85.907,36.982,-85.927
3193,37.011,-85.907,36.993,-85.935
3735,37.011,-85.907,36.986,-85.936
4075,37.011,-85.907,36.982,-85.935
1501,37.011,-85.907,37.018,-85.921
312,37.011,-85.907,37.009,-85.909
8106,37.011,-85.907,37.017,-85.816
11909,37.011,-85.907,37.031,-85.775
4195,37.011,-85.907,37.008,-85.860
1779,37.011,-85.907,37.002,-85.890
2398,37.011,-85.907,37.029,-85.893
980,37.011,-85.907,37.002,-85.908
1526,37.011,-85.907,36.997,-85.905
1821,37.011,-85.907,36.994,-85.905
1692,37.011,-85.907,36.996,-85.909
1502,37.011,-85.907,37.000,-85.897
6418,37.011,-85.907,36.963,-85.867
7211,37.011,-85.907,36.953,-85.870
8794,37.011,-85.907,36.932,-85.911
8837,37.011,-85.907,36.934,-85.883
7553,37.011,-85.907,36.963,-85.967
5274,37.011,-85.907,36.979,-85.951
13818,37.011,-85.907,36.927,-86.022
9976,37.011,-85.907,36.977,-85.803
11212,37.011,-85.907,36.949,-85.807
13412,37.011,-85.907,36.890,-85.914
18942,37.011,-85.907,36.843,-85.870
35963,37.011,-85.907,37.265,-85.655
39651,37.011,-85.907,37.340,-85.733
77721,37.011,-85.907,37.466,-85.241
22884,37.011,-85.907,36.883,-85.705
27310,37.011,-85.907,36.876,-85.650
26463,37.011,-85.907,36.844,-85.694
20634,37.011,-85.907,37.032,-85.676
28053,37.011,-85.907,37.009,-85.592
31139,37.011,-85.907,37.014,-85.557
32809,37.011,-85.907,36.991,-85.539
73191,37.011,-85.907,37.065,-85.087
69851,37.011,-85.907,37.323,-85.224
50626,37.011,-85.907,36.977,-86.474
41420,37.011,-85.907,37.023,-86.372
46777,37.011,-85.907,36.896,-86.412
1912,38.983,-84.626,39.000,-84.630
1644,38.983,-84.626,38.995,-84.637
2617,38.983,-84.626,39.005,-84.616
1363,38.983,-84.626,38.995,-84.629
1415,38.983,-84.626,38.995,-84.621
1645,38.983,-84.626,38.996,-84.617
533,38.983,-84.626,38.987,-84.629
4740,38.983,-84.626,38.940,-84.628
4354,38.983,-84.626,38.943,-84.628
4053,38.983,-84.626,38.946,-84.627
6057,38.983,-84.626,39.007,-84.689
6034,38.983,-84.626,38.983,-84.696
4318,38.983,-84.626,38.959,-84.665
2854,38.983,-84.626,38.966,-84.651
1743,38.983,-84.626,38.972,-84.641
1795,38.983,-84.626,38.970,-84.638
2015,38.983,-84.626,38.976,-84.648
4482,38.983,-84.626,38.948,-84.652
10016,38.983,-84.626,39.073,-84.631
2816,38.983,-84.626,38.990,-84.657
4542,38.983,-84.626,38.987,-84.678
18796,38.983,-84.626,39.124,-84.745
10796,38.983,-84.626,39.064,-84.695
13771,38.983,-84.626,39.066,-84.744
13207,38.983,-84.626,39.075,-84.722
11963,38.983,-84.626,39.070,-84.707
23053,38.983,-84.626,39.068,-84.868
12853,38.983,-84.626,38.985,-84.774
11520,38.983,-84.626,38.973,-84.758
8751,38.983,-84.626,39.030,-84.707
11905,38.983,-84.626,39.018,-84.756
7546,38.983,-84.626,38.917,-84.649
6946,38.983,-84.626,38.921,-84.637
6816,38.983,-84.626,38.923,-84.644
12968,38.983,-84.626,38.866,-84.615
93052,38.983,-84.626,38.194,-84.265
16203,38.983,-84.626,39.087,-84.495
15658,38.983,-84.626,39.082,-84.498
19498,38.983,-84.626,39.110,-84.470
19935,38.983,-84.626,39.114,-84.469
22025,38.983,-84.626,38.962,-84.373
18825,38.983,-84.626,38.962,-84.410
19124,38.983,-84.626,38.919,-84.421
16634,38.983,-84.626,39.076,-84.475
16944,38.983,-84.626,39.070,-84.466
16491,38.983,-84.626,39.082,-84.484
14618,38.983,-84.626,39.058,-84.487
13987,38.983,-84.626,39.033,-84.478
20849,38.983,-84.626,38.830,-84.765
26619,38.983,-84.626,38.743,-84.634
22088,38.983,-84.626,38.785,-84.595
43142,38.983,-84.626,38.594,-84.639
74477,38.983,-84.626,38.376,-84.261
13094,38.983,-84.626,39.046,-84.499
12992,38.983,-84.626,39.042,-84.496
13039,38.983,-84.626,39.039,-84.494
12756,38.983,-84.626,39.046,-84.503
2874,38.983,-84.626,38.980,-84.593
2922,38.983,-84.626,38.992,-84.594
3133,38.983,-84.626,38.991,-84.592
3545,38.983,-84.626,38.982,-84.585
4346,38.983,-84.626,38.991,-84.577
4784,38.983,-84.626,38.980,-84.571
4733,38.983,-84.626,38.985,-84.571
2759,38.983,-84.626,38.974,-84.596
4674,38.983,-84.626,38.953,-84.587
5496,38.983,-84.626,38.939,-84.596
7674,38.983,-84.626,38.970,-84.539
7858,38.983,-84.626,38.966,-84.538
15605,38.983,-84.626,38.846,-84.584
14437,38.983,-84.626,39.090,-84.533
9290,38.983,-84.626,39.066,-84.611
7767,38.983,-84.626,39.048,-84.595
8055,38.983,-84.626,39.053,-84.603
4198,38.983,-84.626,39.017,-84.605
5004,38.983,-84.626,39.024,-84.604
4394,38.983,-84.626,39.010,-84.589
5547,38.983,-84.626,39.018,-84.581
4356,38.983,-84.626,39.006,-84.585
7832,38.983,-84.626,39.038,-84.570
9185,38.983,-84.626,39.037,-84.546
8414,38.983,-84.626,39.038,-84.560
13077,38.983,-84.626,39.066,-84.519
12942,38.983,-84.626,39.058,-84.512
9943,38.983,-84.626,39.005,-84.515
11013,38.983,-84.626,39.015,-84.506
11053,38.983,-84.626,38.991,-84.499
5969,38.983,-84.626,39.016,-84.572
4797,38.983,-84.626,39.002,-84.576
4612,38.983,-84.626,39.001,-84.578
3093,38.983,-84.626,39.002,-84.600
3638,38.983,-84.626,39.004,-84.595
3461,38.983,-84.626,39.004,-84.597
11993,38.983,-84.626,38.959,-84.491
11780,38.983,-84.626,38.965,-84.492
7918,38.983,-84.626,38.975,-84.535
9089,38.983,-84.626,38.976,-84.521
15396,38.983,-84.626,39.084,-84.505
14800,38.983,-84.626,39.079,-84.508
89440,38.983,-84.626,38.360,-83.974
58197,38.983,-84.626,38.521,-84.943
52416,38.983,-84.626,38.539,-84.834
91993,38.983,-84.626,38.310,-85.243
95880,38.983,-84.626,38.264,-85.236
2660,38.978,-84.626,39.002,-84.621
1089,38.978,-84.626,38.986,-84.633
4208,38.978,-84.626,38.940,-84.628
3822,38.978,-84.626,38.943,-84.628
2497,38.978,-84.626,38.955,-84.624
6077,38.978,-84.626,38.983,-84.696
4372,38.978,-84.626,38.955,-84.667
3520,38.978,-84.626,38.961,-84.660
1993,38.978,-84.626,38.979,-84.649
5171,38.978,-84.626,38.945,-84.668
5050,38.978,-84.626,38.937,-84.651
3094,38.978,-84.626,38.992,-84.657
16211,38.978,-84.626,39.100,-84.728
11395,38.978,-84.626,38.896,-84.705
16506,38.978,-84.626,39.086,-84.495
16655,38.978,-84.626,39.085,-84.491
20553,38.978,-84.626,39.115,-84.466
22781,38.978,-84.626,38.955,-84.364
14726,38.978,-84.626,39.053,-84.486
34828,38.978,-84.626,38.719,-84.853
32911,38.978,-84.626,38.690,-84.718
27585,38.978,-84.626,38.734,-84.565
38688,38.978,-84.626,38.637,-84.533
6792,38.978,-84.626,38.984,-84.548
2568,38.978,-84.626,38.971,-84.597
2856,38.978,-84.626,38.959,-84.604
14180,38.978,-84.626,39.069,-84.511
11093,38.978,-84.626,38.991,-84.499
13449,38.978,-84.626,39.086,-84.555
14223,38.978,-84.626,39.092,-84.551
35846,38.978,-84.626,38.703,-84.410
2344,38.974,-84.634,38.989,-84.615
1951,38.974,-84.634,38.986,-84.617
2332,38.974,-84.634,38.995,-84.629
2049,38.974,-84.634,38.991,-84.626
1447,38.974,-84.634,38.965,-84.622
1740,38.974,-84.634,38.958,-84.634
3803,38.974,-84.634,38.940,-84.628
2489,38.974,-84.634,38.952,-84.629
2596,38.974,-84.634,38.951,-84.629
7083,38.974,-84.634,39.017,-84.695
4425,38.974,-84.634,38.978,-84.685
1156,38.974,-84.634,38.980,-84.645
4358,38.974,-84.634,38.945,-84.668
3879,38.974,-84.634,38.939,-84.642
7138,38.974,-84.634,39.038,-84.623
4126,38.974,-84.634,38.996,-84.672
4081,38.974,-84.634,38.987,-84.678
3097,38.974,-84.634,38.981,-84.669
2447,38.974,-84.634,38.977,-84.662
15059,38.974,-84.634,38.948,-84.805
9057,38.974,-84.634,39.029,-84.712
8542,38.974,-84.634,39.008,-84.723
6770,38.974,-84.634,38.925,-84.680
13146,38.974,-84.634,38.875,-84.718
5734,38.974,-84.634,38.923,-84.644
17220,38.974,-84.634,39.088,-84.500
17448,38.974,-84.634,39.087,-84.494
16977,38.974,-84.634,39.083,-84.497
21286,38.974,-84.634,39.115,-84.467
20438,38.974,-84.634,38.943,-84.402
23029,38.974,-84.634,38.876,-84.400
24678,38.974,-84.634,38.898,-84.367
21162,38.974,-84.634,38.858,-84.440
18928,38.974,-84.634,39.083,-84.467
19467,38.974,-84.634,39.044,-84.428
18968,38.974,-84.634,39.025,-84.425
19298,38.974,-84.634,39.028,-84.422
18520,38.974,-84.634,39.097,-84.489
15909,38.974,-84.634,39.035,-84.468
16887,38.974,-84.634,39.040,-84.458
56317,38.974,-84.634,38.602,-85.075
34061,38.974,-84.634,38.719,-84.853
21995,38.974,-84.634,38.811,-84.778
20500,38.974,-84.634,38.791,-84.607
28331,38.974,-84.634,38.719,-84.654
34713,38.974,-84.634,38.662,-84.603
32520,38.974,-84.634,38.683,-84.589
37476,38.974,-84.634,38.640,-84.573
15655,38.974,-84.634,39.066,-84.497
15982,38.974,-84.634,39.073,-84.500
15038,38.974,-84.634,39.063,-84.504
14084,38.974,-84.634,39.042,-84.497
14965,38.974,-84.634,39.076,-84.521
3249,38.974,-84.634,38.995,-84.608
3499,38.974,-84.634,38.990,-84.600
4562,38.974,-84.634,38.993,-84.587
3307,38.974,-84.634,38.974,-84.596
3133,38.974,-84.634,38.959,-84.604
4675,38.974,-84.634,38.953,-84.587
4772,38.974,-84.634,38.957,-84.583
7785,38.974,-84.634,38.963,-84.545
6030,38.974,-84.634,38.950,-84.572
4908,38.974,-84.634,38.937,-84.604
13254,38.974,-84.634,38.882,-84.537
21490,38.974,-84.634,38.803,-84.517
12859,38.974,-84.634,38.902,-84.518
21453,38.974,-84.634,38.825,-84.477
7123,38.974,-84.634,39.037,-84.617
6896,38.974,-84.634,39.035,-84.617
5594,38.974,-84.634,39.018,-84.603
9206,38.974,-84.634,39.038,-84.567
8862,38.974,-84.634,39.030,-84.562
9676,38.974,-84.634,39.041,-84.562
14017,38.974,-84.634,39.069,-84.528
15082,38.974,-84.634,39.070,-84.512
14040,38.974,-84.634,39.058,-84.513
5199,38.974,-84.634,39.009,-84.595
4594,38.974,-84.634,39.005,-84.600
4696,38.974,-84.634,38.996,-84.588
11173,38.974,-84.634,38.941,-84.512
10788,38.974,-84.634,38.954,-84.512
37938,38.974,-84.634,38.806,-84.254
45623,38.974,-84.634,38.651,-84.310
85675,38.974,-84.634,38.203,-84.580
85951,38.974,-84.634,38.201,-84.568
4179,38.971,-84.623,39.007,-84.634
3426,38.971,-84.623,39.002,-84.621
3447,38.971,-84.623,38.940,-84.628
3066,38.971,-84.623,38.943,-84.628
2158,38.971,-84.623,38.952,-84.629
7108,38.971,-84.623,38.991,-84.700
6048,38.971,-84.623,38.998,-84.683
20070,38.971,-84.623,39.124,-84.745
11767,38.971,-84.623,38.973,-84.758
6582,38.971,-84.623,38.923,-84.668
20893,38.971,-84.623,38.969,-84.381
15175,38.971,-84.623,39.035,-84.468
23408,38.971,-84.623,38.760,-84.619
36199,38.971,-84.623,38.649,-84.553
13477,38.971,-84.623,39.043,-84.498
12727,38.971,-84.623,39.046,-84.512
3403,38.971,-84.623,38.992,-84.594
4550,38.971,-84.623,38.968,-84.570
2966,38.971,-84.623,38.971,-84.588
3626,38.971,-84.623,38.953,-84.587
4723,38.971,-84.623,38.944,-84.581
5916,38.971,-84.623,38.943,-84.564
7340,38.971,-84.623,38.934,-84.552
5757,38.971,-84.623,38.932,-84.578
13350,38.971,-84.623,38.867,-84.545
9030,38.971,-84.623,39.052,-84.615
5634,38.971,-84.623,39.020,-84.610
6173,38.971,-84.623,39.024,-84.604
8460,38.971,-84.623,39.030,-84.562
9326,38.971,-84.623,39.040,-84.561
14531,38.971,-84.623,39.068,-84.510
13356,38.971,-84.623,39.060,-84.520
11698,38.971,-84.623,39.034,-84.515
8862,38.971,-84.623,38.989,-84.523
5284,38.971,-84.623,39.002,-84.576
6480,38.971,-84.623,38.998,-84.556
8165,38.971,-84.623,39.012,-84.545
4778,38.971,-84.623,39.008,-84.595
3539,38.971,-84.623,39.001,-84.611
15684,38.971,-84.623,39.082,-84.510
86944,38.971,-84.623,38.189,-84.567
98128,38.971,-84.623,38.203,-85.181
2241,38.946,-84.614,38.958,-84.634
1475,38.946,-84.614,38.952,-84.629
7802,38.946,-84.614,38.975,-84.696
5081,38.946,-84.614,38.964,-84.668
4755,38.946,-84.614,38.955,-84.667
4533,38.946,-84.614,38.963,-84.661
2871,38.946,-84.614,38.944,-84.647
5467,38.946,-84.614,38.982,-84.657
6156,38.946,-84.614,38.990,-84.657
7232,38.946,-84.614,38.987,-84.678
7339,38.946,-84.614,38.992,-84.674
13107,38.946,-84.614,39.019,-84.733
14070,38.946,-84.614,38.855,-84.728
5290,38.946,-84.614,38.923,-84.668
7086,38.946,-84.614,38.910,-84.682
89676,38.946,-84.614,38.182,-84.278
20943,38.946,-84.614,38.962,-84.373
20163,38.946,-84.614,38.979,-84.385
18538,38.946,-84.614,38.934,-84.401
16999,38.946,-84.614,38.919,-84.421
20089,38.946,-84.614,39.075,-84.452
19345,38.946,-84.614,39.025,-84.415
21604,38.946,-84.614,39.036,-84.393
16051,38.946,-84.614,39.042,-84.476
95668,38.946,-84.614,38.091,-84.473
34656,38.946,-84.614,38.708,-84.872
27932,38.946,-84.614,38.776,-84.851
17844,38.946,-84.614,38.785,-84.629
21176,38.946,-84.614,38.755,-84.611
34140,38.946,-84.614,38.640,-84.573
15497,38.946,-84.614,39.054,-84.501
15293,38.946,-84.614,39.052,-84.501
14346,38.946,-84.614,39.047,-84.511
3528,38.946,-84.614,38.974,-84.596
2704,38.946,-84.614,38.970,-84.608
1682,38.946,-84.614,38.959,-84.604
5645,38.946,-84.614,38.942,-84.549
1239,38.946,-84.614,38.941,-84.601
16887,38.946,-84.614,38.797,-84.571
9637,38.946,-84.614,38.902,-84.518
16552,38.946,-84.614,39.084,-84.543
9726,38.946,-84.614,39.033,-84.617
10486,38.946,-84.614,39.035,-84.573
12120,38.946,-84.614,39.046,-84.560
14886,38.946,-84.614,39.063,-84.532
15481,38.946,-84.614,39.068,-84.527
16669,38.946,-84.614,39.073,-84.511
10825,38.946,-84.614,39.005,-84.515
7743,38.946,-84.614,39.006,-84.570
6062,38.946,-84.614,39.000,-84.603
12010,38.946,-84.614,38.991,-84.488
17603,38.946,-84.614,39.096,-84.548
1714,39.019,-84.640,39.017,-84.620
1600,39.019,-84.640,39.011,-84.625
1750,39.019,-84.640,39.011,-84.622
2070,39.019,-84.640,39.010,-84.619
1914,39.019,-84.640,39.011,-84.621
1645,39.019,-84.640,39.008,-84.628
2053,39.019,-84.640,39.005,-84.624
2352,39.019,-84.640,39.000,-84.630
2823,39.019,-84.640,38.994,-84.643
2947,39.019,-84.640,38.999,-84.617
2631,39.019,-84.640,39.000,-84.622
3949,39.019,-84.640,38.989,-84.615
2881,39.019,-84.640,38.995,-84.629
3349,39.019,-84.640,38.991,-84.628
3122,39.019,-84.640,38.992,-84.632
2908,39.019,-84.640,38.994,-84.633
2674,39.019,-84.640,38.998,-84.625
3177,39.019,-84.640,38.995,-84.621
3393,39.019,-84.640,38.993,-84.620
3266,39.019,-84.640,38.996,-84.617
3543,39.019,-84.640,38.989,-84.627
3516,39.019,-84.640,38.989,-84.628
3622,39.019,-84.640,38.987,-84.631
3756,39.019,-84.640,38.986,-84.633
8472,39.019,-84.640,38.946,-84.614
8717,39.019,-84.640,38.941,-84.629
8611,39.019,-84.640,38.942,-84.625
8282,39.019,-84.640,38.945,-84.627
7533,39.019,-84.640,38.952,-84.629
5089,39.019,-84.640,39.010,-84.697
4258,39.019,-84.640,39.015,-84.689
3728,39.019,-84.640,39.012,-84.682
4151,39.019,-84.640,39.015,-84.688
4108,39.019,-84.640,39.008,-84.685
3458,39.019,-84.640,39.008,-84.677
3603,39.019,-84.640,39.005,-84.678
4767,39.019,-84.640,39.000,-84.689
6290,39.019,-84.640,38.983,-84.696
6079,39.019,-84.640,38.988,-84.698
6237,39.019,-84.640,38.976,-84.686
5738,39.019,-84.640,38.979,-84.682
7707,39.019,-84.640,38.981,-84.715
7271,39.019,-84.640,38.990,-84.715
6818,39.019,-84.640,38.963,-84.671
6812,39.019,-84.640,38.964,-84.673
6684,39.019,-84.640,38.961,-84.660
7218,39.019,-84.640,38.955,-84.656
7051,39.019,-84.640,38.959,-84.665
5272,39.019,-84.640,38.973,-84.653
5704,39.019,-84.640,38.969,-84.655
6008,39.019,-84.640,38.966,-84.651
6629,39.019,-84.640,38.959,-84.642
5002,39.019,-84.640,38.974,-84.640
4850,39.019,-84.640,38.976,-84.648
5183,39.019,-84.640,38.973,-84.650
4923,39.019,-84.640,38.976,-84.650
4768,39.019,-84.640,38.977,-84.652
8001,39.019,-84.640,38.949,-84.658
8214,39.019,-84.640,38.946,-84.655
8617,39.019,-84.640,38.945,-84.668
9295,39.019,-84.640,38.937,-84.657
9195,39.019,-84.640,38.937,-84.651
8877,39.019,-84.640,38.940,-84.655
8628,39.019,-84.640,38.942,-84.653
8899,39.019,-84.640,38.939,-84.648
8350,39.019,-84.640,38.944,-84.637
8342,39.019,-84.640,38.944,-84.647
9143,39.019,-84.640,38.937,-84.639
1608,39.019,-84.640,39.015,-84.658
4151,39.019,-84.640,39.035,-84.684
1491,39.019,-84.640,39.030,-84.629
1819,39.019,-84.640,39.012,-84.659
2364,39.019,-84.640,39.033,-84.619
4429,39.019,-84.640,38.982,-84.657
3607,39.019,-84.640,38.990,-84.657
4231,39.019,-84.640,38.992,-84.674
4872,39.019,-84.640,38.981,-84.667
4809,39.019,-84.640,38.979,-84.659
3824,39.019,-84.640,38.992,-84.667
3570,39.019,-84.640,38.996,-84.669
4299,39.019,-84.640,38.997,-84.680
5009,39.019,-84.640,38.993,-84.687
5494,39.019,-84.640,38.991,-84.692
3016,39.019,-84.640,39.004,-84.668
3569,39.019,-84.640,39.005,-84.677
3166,39.019,-84.640,39.000,-84.667
13931,39.019,-84.640,39.115,-84.744
13349,39.019,-84.640,39.107,-84.746
12361,39.019,-84.640,39.105,-84.732
12734,39.019,-84.640,39.115,-84.721
7272,39.019,-84.640,39.068,-84.696
7361,39.019,-84.640,39.070,-84.695
6044,39.019,-84.640,39.054,-84.693
11687,39.019,-84.640,39.075,-84.754
12940,39.019,-84.640,39.070,-84.775
10386,39.019,-84.640,39.066,-84.744
9418,39.019,-84.640,39.075,-84.722
8381,39.019,-84.640,39.072,-84.710
8078,39.019,-84.640,39.070,-84.707
7938,39.019,-84.640,39.068,-84.707
10533,39.019,-84.640,39.045,-84.757
20587,39.019,-84.640,39.068,-84.869
15726,39.019,-84.640,38.967,-84.809
11462,39.019,-84.640,38.973,-84.758
16330,39.019,-84.640,38.948,-84.805
18309,39.019,-84.640,38.949,-84.831
20547,39.019,-84.640,38.932,-84.849
21993,39.019,-84.640,38.912,-84.853
5333,39.019,-84.640,39.035,-84.698
5676,39.019,-84.640,39.037,-84.701
4879,39.019,-84.640,39.026,-84.696
5927,39.019,-84.640,39.030,-84.707
6291,39.019,-84.640,39.029,-84.712
6878,39.019,-84.640,39.032,-84.718
7163,39.019,-84.640,39.030,-84.722
6052,39.019,-84.640,39.018,-84.710
6984,39.019,-84.640,39.017,-84.721
7133,39.019,-84.640,39.017,-84.722
7267,39.019,-84.640,39.008,-84.723
6116,39.019,-84.640,39.004,-84.708
8363,39.019,-84.640,39.031,-84.735
8043,39.019,-84.640,39.019,-84.733
19434,39.019,-84.640,38.878,-84.772
22846,39.019,-84.640,38.813,-84.640
23119,39.019,-84.640,38.814,-84.688
22705,39.019,-84.640,38.822,-84.711
25195,39.019,-84.640,38.793,-84.664
21572,39.019,-84.640,38.826,-84.613
10952,39.019,-84.640,38.923,-84.668
10006,39.019,-84.640,38.930,-84.652
10701,39.019,-84.640,38.923,-84.644
17264,39.019,-84.640,38.866,-84.607
9497,39.019,-84.640,38.935,-84.620
13799,39.019,-84.640,38.897,-84.610
17027,39.019,-84.640,38.867,-84.620
17252,39.019,-84.640,38.865,-84.611
12773,39.019,-84.640,38.904,-84.634
15076,39.019,-84.640,38.883,-84.638
12500,39.019,-84.640,38.907,-84.638
98163,39.019,-84.640,38.180,-84.284
91534,39.019,-84.640,38.251,-84.258
14146,39.019,-84.640,39.087,-84.502
15509,39.019,-84.640,39.090,-84.486
14398,39.019,-84.640,39.085,-84.496
14251,39.019,-84.640,39.085,-84.498
17732,39.019,-84.640,39.115,-84.476
17606,39.019,-84.640,39.111,-84.474
17918,39.019,-84.640,39.112,-84.471
19054,39.019,-84.640,39.100,-84.446
18395,39.019,-84.640,39.099,-84.454
18345,39.019,-84.640,39.090,-84.448
24900,39.019,-84.640,38.955,-84.364
24981,39.019,-84.640,38.952,-84.365
26066,39.019,-84.640,38.925,-84.364
22529,39.019,-84.640,38.979,-84.385
23069,39.019,-84.640,38.969,-84.381
21763,39.019,-84.640,38.959,-84.401
22362,39.019,-84.640,38.952,-84.397
23293,39.019,-84.640,38.886,-84.432
31102,39.019,-84.640,38.847,-84.357
29327,39.019,-84.640,38.852,-84.378
33029,39.019,-84.640,38.833,-84.343
28632,39.019,-84.640,38.848,-84.393
30075,39.019,-84.640,38.819,-84.407
32379,39.019,-84.640,38.929,-84.285
16784,39.019,-84.640,39.106,-84.481
16691,39.019,-84.640,39.103,-84.480
16423,39.019,-84.640,39.102,-84.483
17063,39.019,-84.640,39.098,-84.471
17240,39.019,-84.640,39.101,-84.471
17308,39.019,-84.640,39.083,-84.457
18241,39.019,-84.640,39.089,-84.449
16718,39.019,-84.640,39.070,-84.458
15197,39.019,-84.640,39.082,-84.484
15390,39.019,-84.640,39.076,-84.478
15023,39.019,-84.640,39.070,-84.479
15548,39.019,-84.640,39.072,-84.474
15685,39.019,-84.640,39.055,-84.465
16871,39.019,-84.640,39.054,-84.450
17389,39.019,-84.640,39.056,-84.445
19398,39.019,-84.640,39.013,-84.416
20050,39.019,-84.640,39.030,-84.409
19201,39.019,-84.640,39.024,-84.418
17192,39.019,-84.640,39.044,-84.444
16474,39.019,-84.640,39.043,-84.452
16678,39.019,-84.640,39.044,-84.450
16831,39.019,-84.640,39.045,-84.448
16905,39.019,-84.640,39.030,-84.445
17557,39.019,-84.640,39.000,-84.439
14546,39.019,-84.640,39.088,-84.497
14553,39.019,-84.640,39.088,-84.497
15473,39.019,-84.640,39.096,-84.491
15540,39.019,-84.640,39.094,-84.489
15584,39.019,-84.640,39.021,-84.460
15824,39.019,-84.640,39.026,-84.457
14772,39.019,-84.640,39.027,-84.470
17225,39.019,-84.640,39.017,-84.441
15341,39.019,-84.640,39.061,-84.471
13959,39.019,-84.640,39.050,-84.484
14988,39.019,-84.640,39.035,-84.468
60234,39.019,-84.640,38.673,-85.174
63424,39.019,-84.640,38.625,-85.169
95374,39.019,-84.640,38.182,-84.885
91460,39.019,-84.640,38.207,-84.819
85898,39.019,-84.640,38.256,-84.799
34694,39.019,-84.640,38.730,-84.791
23484,39.019,-84.640,38.828,-84.756
28462,39.019,-84.640,38.798,-84.805
25791,39.019,-84.640,38.788,-84.615
25978,39.019,-84.640,38.785,-84.629
25363,39.019,-84.640,38.792,-84.608
27286,39.019,-84.640,38.773,-84.641
29561,39.019,-84.640,38.761,-84.725
30006,39.019,-84.640,38.749,-84.658
28921,39.019,-84.640,38.762,-84.588
36355,39.019,-84.640,38.692,-84.643
41891,39.019,-84.640,38.654,-84.761
39488,39.019,-84.640,38.670,-84.726
34866,39.019,-84.640,38.711,-84.563
39427,39.019,-84.640,38.674,-84.532
41765,39.019,-84.640,38.649,-84.553
56952,39.019,-84.640,38.514,-84.529
70697,39.019,-84.640,38.409,-84.405
78526,39.019,-84.640,38.373,-84.273
86245,39.019,-84.640,38.407,-85.250
12618,39.019,-84.640,39.081,-84.518
12288,39.019,-84.640,39.075,-84.518
12490,39.019,-84.640,39.077,-84.516
13398,39.019,-84.640,39.073,-84.501
13041,39.019,-84.640,39.063,-84.500
12602,39.019,-84.640,39.046,-84.499
12598,39.019,-84.640,39.049,-84.500
11388,39.019,-84.640,39.045,-84.513
11296,39.019,-84.640,39.046,-84.514
12036,39.019,-84.640,39.074,-84.520
11921,39.019,-84.640,39.074,-84.522
5207,39.019,-84.640,38.991,-84.592
5071,39.019,-84.640,38.988,-84.597
5810,39.019,-84.640,38.985,-84.589
6284,39.019,-84.640,38.991,-84.577
6662,39.019,-84.640,38.986,-84.576
7063,39.019,-84.640,38.985,-84.571
6860,39.019,-84.640,38.975,-84.584
6799,39.019,-84.640,38.978,-84.582
6285,39.019,-84.640,38.974,-84.596
7422,39.019,-84.640,38.959,-84.604
8619,39.019,-84.640,38.953,-84.587
10310,39.019,-84.640,38.963,-84.545
12128,39.019,-84.640,38.934,-84.552
9716,39.019,-84.640,38.950,-84.572
9791,39.019,-84.640,38.935,-84.606
11934,39.019,-84.640,38.923,-84.579
9555,39.019,-84.640,38.944,-84.587
14862,39.019,-84.640,38.917,-84.530
13533,39.019,-84.640,38.920,-84.550
14021,39.019,-84.640,38.912,-84.554
12818,39.019,-84.640,38.934,-84.540
17440,39.019,-84.640,38.871,-84.574
23347,39.019,-84.640,38.812,-84.590
18865,39.019,-84.640,38.888,-84.502
8489,39.019,-84.640,39.074,-84.571
7797,39.019,-84.640,39.057,-84.564
6093,39.019,-84.640,39.052,-84.584
5733,39.019,-84.640,39.050,-84.587
4210,39.019,-84.640,39.052,-84.615
4014,39.019,-84.640,39.052,-84.619
3226,39.019,-84.640,39.041,-84.616
2631,39.019,-84.640,39.033,-84.616
2617,39.019,-84.640,39.035,-84.617
2514,39.019,-84.640,39.033,-84.617
2187,39.019,-84.640,39.021,-84.615
2628,39.019,-84.640,39.020,-84.610
2252,39.019,-84.640,39.015,-84.615
2997,39.019,-84.640,39.022,-84.606
4572,39.019,-84.640,39.026,-84.588
5357,39.019,-84.640,39.021,-84.578
4116,39.019,-84.640,39.011,-84.594
4215,39.019,-84.640,39.010,-84.593
6115,39.019,-84.640,39.041,-84.575
5438,39.019,-84.640,39.034,-84.580
7186,39.019,-84.640,39.033,-84.559
6263,39.019,-84.640,39.030,-84.569
8560,39.019,-84.640,39.032,-84.543
7826,39.019,-84.640,39.046,-84.556
6636,39.019,-84.640,39.046,-84.572
6997,39.019,-84.640,39.044,-84.566
6806,39.019,-84.640,39.041,-84.567
8474,39.019,-84.640,39.055,-84.554
9610,39.019,-84.640,39.064,-84.545
10330,39.019,-84.640,39.069,-84.539
12217,39.019,-84.640,39.070,-84.515
11681,39.019,-84.640,39.066,-84.519
11389,39.019,-84.640,39.057,-84.518
11913,39.019,-84.640,39.058,-84.512
11643,39.019,-84.640,39.054,-84.513
10855,39.019,-84.640,39.059,-84.525
10319,39.019,-84.640,39.059,-84.532
10279,39.019,-84.640,39.055,-84.531
10432,39.019,-84.640,39.048,-84.525
