distance,w_lat,w_lon,h_lat,h_lon
11493,38.220,-85.753,38.272,-85.640
11746,38.220,-85.753,38.275,-85.639
10877,38.220,-85.753,38.267,-85.644
10836,38.220,-85.753,38.264,-85.643
14024,38.220,-85.753,38.272,-85.608
16866,38.220,-85.753,38.273,-85.573
15673,38.220,-85.753,38.269,-85.585
14484,38.220,-85.753,38.289,-85.613
14592,38.220,-85.753,38.288,-85.611
13280,38.220,-85.753,38.280,-85.622
12561,38.220,-85.753,38.268,-85.623
13471,38.220,-85.753,38.279,-85.619
16505,38.220,-85.753,38.291,-85.588
15878,38.220,-85.753,38.285,-85.592
16264,38.220,-85.753,38.287,-85.588
16806,38.220,-85.753,38.286,-85.581
14067,38.220,-85.753,38.250,-85.597
16281,38.220,-85.753,38.261,-85.575
16296,38.220,-85.753,38.256,-85.573
17326,38.220,-85.753,38.259,-85.562
16841,38.220,-85.753,38.257,-85.567
17188,38.220,-85.753,38.254,-85.562
14781,38.220,-85.753,38.261,-85.593
16845,38.220,-85.753,38.298,-85.588
17260,38.220,-85.753,38.291,-85.578
18783,38.220,-85.753,38.300,-85.564
19023,38.220,-85.753,38.300,-85.561
18335,38.220,-85.753,38.293,-85.565
22398,38.220,-85.753,38.316,-85.529
22678,38.220,-85.753,38.309,-85.520
19610,38.220,-85.753,38.343,-85.593
17897,38.220,-85.753,38.337,-85.613
17208,38.220,-85.753,38.332,-85.617
19121,38.220,-85.753,38.333,-85.589
19901,38.220,-85.753,38.321,-85.566
19668,38.220,-85.753,38.323,-85.571
24163,38.220,-85.753,38.291,-85.492
23237,38.220,-85.753,38.266,-85.494
23061,38.220,-85.753,38.251,-85.493
16395,38.220,-85.753,38.319,-85.614
16629,38.220,-85.753,38.308,-85.599
16748,38.220,-85.753,38.310,-85.600
15671,38.220,-85.753,38.306,-85.611
14206,38.220,-85.753,38.299,-85.626
17598,38.220,-85.753,38.307,-85.585
14392,38.220,-85.753,38.292,-85.616
13520,38.220,-85.753,38.288,-85.625
20422,38.220,-85.753,38.315,-85.553
20554,38.220,-85.753,38.309,-85.548
20438,38.220,-85.753,38.308,-85.548
19553,38.220,-85.753,38.248,-85.533
18767,38.220,-85.753,38.243,-85.541
20663,38.220,-85.753,38.226,-85.517
18942,38.220,-85.753,38.236,-85.538
18920,38.220,-85.753,38.234,-85.538
18418,38.220,-85.753,38.284,-85.559
19201,38.220,-85.753,38.252,-85.538
18387,38.220,-85.753,38.248,-85.546
18142,38.220,-85.753,38.268,-85.555
17626,38.220,-85.753,38.263,-85.559
18249,38.220,-85.753,38.260,-85.551
18580,38.220,-85.753,38.261,-85.547
20746,38.220,-85.753,38.257,-85.521
20063,38.220,-85.753,38.249,-85.527
20387,38.220,-85.753,38.248,-85.523
19753,38.220,-85.753,38.252,-85.531
9368,38.220,-85.753,38.226,-85.646
9785,38.220,-85.753,38.247,-85.647
11250,38.220,-85.753,38.241,-85.628
11126,38.220,-85.753,38.236,-85.628
10635,38.220,-85.753,38.246,-85.636
15006,38.220,-85.753,38.246,-85.585
14448,38.220,-85.753,38.237,-85.590
11919,38.220,-85.753,38.232,-85.618
11629,38.220,-85.753,38.230,-85.621
13316,38.220,-85.753,38.224,-85.601
14029,38.220,-85.753,38.219,-85.593
16748,38.220,-85.753,38.242,-85.564
16888,38.220,-85.753,38.230,-85.561
16273,38.220,-85.753,38.226,-85.568
16127,38.220,-85.753,38.230,-85.570
17547,38.220,-85.753,38.243,-85.555
17607,38.220,-85.753,38.236,-85.553
11261,38.220,-85.753,38.222,-85.625
9880,38.220,-85.753,38.224,-85.641
10399,38.220,-85.753,38.219,-85.634
9553,38.220,-85.753,38.220,-85.644
9702,38.220,-85.753,38.217,-85.642
9801,38.220,-85.753,38.214,-85.642
10014,38.220,-85.753,38.215,-85.639
9342,38.220,-85.753,38.218,-85.647
9417,38.220,-85.753,38.213,-85.646
9595,38.220,-85.753,38.212,-85.644
9978,38.220,-85.753,38.180,-85.651
10767,38.220,-85.753,38.182,-85.640
9732,38.220,-85.753,38.205,-85.644
9276,38.220,-85.753,38.203,-85.650
10187,38.220,-85.753,38.206,-85.638
10444,38.220,-85.753,38.203,-85.636
10701,38.220,-85.753,38.199,-85.634
11184,38.220,-85.753,38.197,-85.629
10615,38.220,-85.753,38.214,-85.632
11517,38.220,-85.753,38.212,-85.622
10639,38.220,-85.753,38.211,-85.632
10516,38.220,-85.753,38.207,-85.634
16383,38.220,-85.753,38.202,-85.568
14700,38.220,-85.753,38.215,-85.585
15078,38.220,-85.753,38.208,-85.582
15464,38.220,-85.753,38.191,-85.580
15224,38.220,-85.753,38.192,-85.583
14261,38.220,-85.753,38.191,-85.595
14075,38.220,-85.753,38.182,-85.600
15438,38.220,-85.753,38.180,-85.584
12448,38.220,-85.753,38.207,-85.612
13606,38.220,-85.753,38.204,-85.599
11935,38.220,-85.753,38.198,-85.620
4712,38.220,-85.753,38.187,-85.719
5755,38.220,-85.753,38.182,-85.709
6839,38.220,-85.753,38.172,-85.704
8146,38.220,-85.753,38.168,-85.688
8799,38.220,-85.753,38.165,-85.681
7894,38.220,-85.753,38.169,-85.690
16281,38.220,-85.753,38.172,-85.577
16986,38.220,-85.753,38.165,-85.572
15571,38.220,-85.753,38.162,-85.591
16524,38.220,-85.753,38.152,-85.585
12058,38.220,-85.753,38.168,-85.632
11853,38.220,-85.753,38.177,-85.629
11715,38.220,-85.753,38.169,-85.636
14007,38.220,-85.753,38.150,-85.620
15118,38.220,-85.753,38.159,-85.599
14695,38.220,-85.753,38.149,-85.612
15424,38.220,-85.753,38.146,-85.604
15602,38.220,-85.753,38.149,-85.599
16313,38.220,-85.753,38.147,-85.592
16777,38.220,-85.753,38.182,-85.568
18855,38.220,-85.753,38.179,-85.544
18870,38.220,-85.753,38.172,-85.546
17276,38.220,-85.753,38.147,-85.579
20508,38.220,-85.753,38.177,-85.525
19660,38.220,-85.753,38.185,-85.533
23887,38.220,-85.753,38.209,-85.481
27275,38.220,-85.753,38.233,-85.442
18223,38.220,-85.753,38.139,-85.572
22021,38.220,-85.753,38.152,-85.517
25872,38.220,-85.753,38.146,-85.473
13307,38.220,-85.753,38.124,-85.661
13924,38.220,-85.753,38.116,-85.665
15044,38.220,-85.753,38.112,-85.649
16804,38.220,-85.753,38.134,-85.595
16989,38.220,-85.753,38.133,-85.594
18448,38.220,-85.753,38.126,-85.580
15889,38.220,-85.753,38.108,-85.640
16221,38.220,-85.753,38.103,-85.642
16780,38.220,-85.753,38.099,-85.639
16472,38.220,-85.753,38.100,-85.642
16449,38.220,-85.753,38.096,-85.650
14287,38.220,-85.753,38.104,-85.682
14163,38.220,-85.753,38.103,-85.687
11390,38.220,-85.753,38.127,-85.698
10761,38.220,-85.753,38.141,-85.682
13651,38.220,-85.753,38.117,-85.839
16788,38.220,-85.753,38.097,-85.866
17084,38.220,-85.753,38.092,-85.862
9743,38.220,-85.753,38.141,-85.803
9828,38.220,-85.753,38.147,-85.817
9058,38.220,-85.753,38.145,-85.794
12194,38.220,-85.753,38.152,-85.862
12491,38.220,-85.753,38.147,-85.862
13364,38.220,-85.753,38.148,-85.876
9317,38.220,-85.753,38.165,-85.834
9697,38.220,-85.753,38.162,-85.836
5097,38.220,-85.753,38.203,-85.807
6925,38.220,-85.753,38.188,-85.822
8298,38.220,-85.753,38.190,-85.840
9159,38.220,-85.753,38.185,-85.848
3330,38.220,-85.753,38.220,-85.791
3747,38.220,-85.753,38.209,-85.794
4996,38.220,-85.753,38.198,-85.803
6529,38.220,-85.753,38.226,-85.679
6523,38.220,-85.753,38.224,-85.679
75126,38.220,-85.753,37.544,-85.697
56256,38.220,-85.753,38.117,-86.382
49050,38.220,-85.753,38.077,-86.283
61363,38.220,-85.753,38.043,-86.416
62522,38.220,-85.753,38.008,-86.414
94489,38.220,-85.753,37.773,-84.837
45425,38.220,-85.753,37.854,-85.522
48982,38.220,-85.753,37.854,-85.440
49613,38.220,-85.753,37.838,-85.459
50456,38.220,-85.753,37.831,-85.456
51356,38.220,-85.753,37.826,-85.447
40787,38.220,-85.753,38.495,-85.445
42495,38.220,-85.753,38.494,-85.413
39863,38.220,-85.753,38.475,-85.432
33565,38.220,-85.753,38.366,-85.417
37573,38.220,-85.753,38.378,-85.374
34018,38.220,-85.753,38.353,-85.403
40377,38.220,-85.753,38.385,-85.342
39893,38.220,-85.753,38.368,-85.338
26846,38.220,-85.753,38.317,-85.472
25552,38.220,-85.753,38.306,-85.482
26389,38.220,-85.753,38.304,-85.471
25616,38.220,-85.753,38.291,-85.475
32724,38.220,-85.753,38.321,-85.402
33136,38.220,-85.753,38.344,-85.409
27205,38.220,-85.753,38.331,-85.476
32264,38.220,-85.753,38.362,-85.432
30108,38.220,-85.753,38.360,-85.458
33479,38.220,-85.753,38.360,-85.414
33086,38.220,-85.753,38.381,-85.435
24041,38.220,-85.753,38.406,-85.614
23880,38.220,-85.753,38.400,-85.604
22797,38.220,-85.753,38.383,-85.596
21544,38.220,-85.753,38.370,-85.597
25385,38.220,-85.753,38.403,-85.580
24442,38.220,-85.753,38.396,-85.585
25423,38.220,-85.753,38.408,-85.588
25511,38.220,-85.753,38.405,-85.580
28355,38.220,-85.753,38.421,-85.554
40983,38.220,-85.753,38.247,-85.286
49424,38.220,-85.753,38.214,-85.189
37036,38.220,-85.753,38.118,-85.351
62479,38.220,-85.753,38.674,-85.330
90786,38.220,-85.753,38.036,-84.744
61858,38.256,-85.726,37.720,-85.919
6516,38.256,-85.726,38.251,-85.801
7468,38.256,-85.726,38.245,-85.811
8530,38.256,-85.726,38.239,-85.821
6514,38.256,-85.726,38.230,-85.793
5923,38.256,-85.726,38.249,-85.793
5940,38.256,-85.726,38.244,-85.793
5775,38.256,-85.726,38.267,-85.791
4755,38.256,-85.726,38.260,-85.780
4563,38.256,-85.726,38.253,-85.778
5821,38.256,-85.726,38.258,-85.793
3821,38.256,-85.726,38.253,-85.770
3920,38.256,-85.726,38.251,-85.771
7178,38.256,-85.726,38.205,-85.778
8042,38.256,-85.726,38.192,-85.770
9075,38.256,-85.726,38.191,-85.789
9366,38.256,-85.726,38.184,-85.782
9216,38.256,-85.726,38.180,-85.769
10241,38.256,-85.726,38.174,-85.780
8680,38.256,-85.726,38.182,-85.760
1324,38.256,-85.726,38.253,-85.741
1790,38.256,-85.726,38.251,-85.746
1714,38.256,-85.726,38.241,-85.733
3586,38.256,-85.726,38.228,-85.748
4010,38.256,-85.726,38.220,-85.734
4521,38.256,-85.726,38.216,-85.739
3751,38.256,-85.726,38.225,-85.744
1216,38.256,-85.726,38.255,-85.713
2158,38.256,-85.726,38.237,-85.721
5787,38.256,-85.726,38.243,-85.662
10054,38.256,-85.726,38.171,-85.766
11693,38.256,-85.726,38.157,-85.771
11085,38.256,-85.726,38.164,-85.777
13466,38.256,-85.726,38.139,-85.766
5290,38.256,-85.726,38.209,-85.735
10198,38.256,-85.726,38.258,-85.610
27254,38.256,-85.726,38.245,-85.415
26416,38.256,-85.726,38.240,-85.425
17052,38.256,-85.726,38.301,-85.540
17098,38.256,-85.726,38.256,-85.531
12093,38.256,-85.726,38.219,-85.596
9722,38.256,-85.726,38.201,-85.640
12939,38.256,-85.726,38.206,-85.593
13637,38.256,-85.726,38.187,-85.597
10699,38.256,-85.726,38.171,-85.669
10667,38.256,-85.726,38.164,-85.688
11172,38.256,-85.726,38.160,-85.687
13992,38.256,-85.726,38.145,-85.650
13034,38.256,-85.726,38.155,-85.650
12743,38.256,-85.726,38.168,-85.632
11672,38.256,-85.726,38.177,-85.638
17917,38.256,-85.726,38.133,-85.594
13143,38.256,-85.726,38.141,-85.692
18871,38.256,-85.726,38.117,-85.850
10428,38.256,-85.726,38.185,-85.805
13536,38.256,-85.726,38.157,-85.817
11823,38.256,-85.726,38.167,-85.802
19502,38.256,-85.726,38.131,-85.883
10573,38.256,-85.726,38.193,-85.817
19091,38.256,-85.726,38.146,-85.894
16071,38.256,-85.726,38.174,-85.878
73135,38.256,-85.726,37.602,-85.620
29240,38.249,-85.746,38.020,-85.581
28931,38.249,-85.746,38.058,-85.522
20445,38.249,-85.746,38.070,-85.687
30648,38.249,-85.746,37.973,-85.735
50594,38.249,-85.746,37.820,-85.942
60431,38.249,-85.746,37.713,-85.868
88226,38.249,-85.746,37.463,-85.896
3355,38.249,-85.746,38.265,-85.778
5925,38.249,-85.746,38.268,-85.809
6481,38.249,-85.746,38.249,-85.820
4777,38.249,-85.746,38.226,-85.793
5284,38.249,-85.746,38.207,-85.774
5834,38.249,-85.746,38.205,-85.783
1783,38.249,-85.746,38.240,-85.729
3256,38.249,-85.746,38.220,-85.741
3567,38.249,-85.746,38.217,-85.742
3938,38.249,-85.746,38.213,-85.749
4782,38.249,-85.746,38.250,-85.691
2510,38.249,-85.746,38.255,-85.718
1248,38.249,-85.746,38.245,-85.732
3262,38.249,-85.746,38.230,-85.718
4164,38.249,-85.746,38.231,-85.704
4834,38.249,-85.746,38.230,-85.696
4702,38.249,-85.746,38.229,-85.698
14423,38.249,-85.746,38.270,-85.583
16889,38.249,-85.746,38.300,-85.564
19473,38.249,-85.746,38.246,-85.524
13376,38.249,-85.746,38.234,-85.594
15137,38.249,-85.746,38.244,-85.573
10298,38.249,-85.746,38.222,-85.633
11724,38.249,-85.746,38.200,-85.627
10693,38.249,-85.746,38.214,-85.632
15733,38.249,-85.746,38.181,-85.588
9703,38.249,-85.746,38.172,-85.693
11277,38.249,-85.746,38.159,-85.685
15685,38.249,-85.746,38.157,-85.610
16784,38.249,-85.746,38.133,-85.623
19865,38.249,-85.746,38.155,-85.553
15218,38.249,-85.746,38.122,-85.680
17317,38.249,-85.746,38.093,-85.748
17972,38.249,-85.746,38.087,-85.738
19807,38.249,-85.746,38.106,-85.881
23309,38.249,-85.746,38.071,-85.888
11723,38.249,-85.746,38.146,-85.779
15285,38.249,-85.746,38.121,-85.812
9105,38.249,-85.746,38.181,-85.805
10726,38.249,-85.746,38.167,-85.812
11331,38.249,-85.746,38.158,-85.806
16760,38.249,-85.746,38.128,-85.861
14288,38.249,-85.746,38.150,-85.851
7416,38.249,-85.746,38.203,-85.807
14917,38.249,-85.746,38.162,-85.876
5999,38.249,-85.746,38.224,-85.807
5586,38.249,-85.746,38.218,-85.796
6804,38.249,-85.746,38.219,-85.678
81840,38.249,-85.746,37.552,-85.443
49072,38.249,-85.746,37.903,-86.095
47611,38.249,-85.746,37.990,-86.179
43454,38.249,-85.746,37.972,-86.096
95808,38.249,-85.746,37.761,-84.846
30017,38.249,-85.746,38.307,-85.411
31328,38.249,-85.746,38.344,-85.409
28994,38.249,-85.746,38.358,-85.445
17982,38.249,-85.746,38.357,-85.594
19856,38.249,-85.746,38.332,-85.545
22798,38.249,-85.746,38.406,-85.578
34155,38.249,-85.746,38.267,-85.356
37546,38.249,-85.746,38.297,-85.321
38824,38.249,-85.746,38.108,-85.341
27970,38.248,-85.750,38.045,-85.560
28121,38.248,-85.750,38.078,-85.512
19650,38.248,-85.750,38.081,-85.676
19514,38.248,-85.750,38.078,-85.692
18919,38.248,-85.750,38.084,-85.689
21138,38.248,-85.750,38.064,-85.684
22478,38.248,-85.750,38.050,-85.694
28693,38.248,-85.750,37.990,-85.717
25112,38.248,-85.750,38.021,-85.754
97403,38.248,-85.750,37.456,-86.228
57182,38.248,-85.750,37.743,-85.883
59647,38.248,-85.750,37.721,-85.886
60035,38.248,-85.750,37.717,-85.887
3816,38.248,-85.750,38.268,-85.786
6245,38.248,-85.750,38.268,-85.817
5305,38.248,-85.750,38.259,-85.809
5573,38.248,-85.750,38.253,-85.814
4716,38.248,-85.750,38.245,-85.804
4805,38.248,-85.750,38.241,-85.805
5067,38.248,-85.750,38.242,-85.808
4540,38.248,-85.750,38.231,-85.798
4636,38.248,-85.750,38.226,-85.796
3985,38.248,-85.750,38.231,-85.791
2985,38.248,-85.750,38.263,-85.779
3225,38.248,-85.750,38.252,-85.787
3800,38.248,-85.750,38.255,-85.793
1539,38.248,-85.750,38.248,-85.768
6331,38.248,-85.750,38.192,-85.766
7292,38.248,-85.750,38.193,-85.796
1132,38.248,-85.750,38.241,-85.760
1446,38.248,-85.750,38.240,-85.764
1222,38.248,-85.750,38.237,-85.756
1605,38.248,-85.750,38.234,-85.757
2402,38.248,-85.750,38.258,-85.727
2755,38.248,-85.750,38.237,-85.722
1545,38.248,-85.750,38.234,-85.744
2856,38.248,-85.750,38.229,-85.728
3358,38.248,-85.750,38.221,-85.731
3292,38.248,-85.750,38.219,-85.739
2706,38.248,-85.750,38.223,-85.748
4169,38.248,-85.750,38.210,-85.748
8782,38.248,-85.750,38.271,-85.655
10006,38.248,-85.750,38.287,-85.648
11348,38.248,-85.750,38.309,-85.647
8513,38.248,-85.750,38.249,-85.653
3411,38.248,-85.750,38.255,-85.713
3048,38.248,-85.750,38.255,-85.717
4190,38.248,-85.750,38.235,-85.705
3720,38.248,-85.750,38.232,-85.713
4755,38.248,-85.750,38.227,-85.703
4906,38.248,-85.750,38.226,-85.702
5313,38.248,-85.750,38.234,-85.692
4911,38.248,-85.750,38.229,-85.700
5232,38.248,-85.750,38.227,-85.697
5144,38.248,-85.750,38.223,-85.701
10254,38.248,-85.750,38.157,-85.771
6773,38.248,-85.750,38.202,-85.699
5841,38.248,-85.750,38.198,-85.729
5617,38.248,-85.750,38.206,-85.714
6819,38.248,-85.750,38.194,-85.711
6141,38.248,-85.750,38.199,-85.716
8977,38.248,-85.750,38.224,-85.652
8255,38.248,-85.750,38.221,-85.662
7616,38.248,-85.750,38.217,-85.673
10069,38.248,-85.750,38.272,-85.640
10300,38.248,-85.750,38.266,-85.635
14457,38.248,-85.750,38.271,-85.588
14149,38.248,-85.750,38.278,-85.594
14096,38.248,-85.750,38.277,-85.594
15562,38.248,-85.750,38.247,-85.573
14035,38.248,-85.750,38.264,-85.591
16955,38.248,-85.750,38.301,-85.569
19438,38.248,-85.750,38.323,-85.550
19920,38.248,-85.750,38.309,-85.537
16145,38.248,-85.750,38.322,-85.592
14961,38.248,-85.750,38.321,-85.607
21262,38.248,-85.750,38.298,-85.516
22688,38.248,-85.750,38.249,-85.491
22814,38.248,-85.750,38.242,-85.490
13798,38.248,-85.750,38.306,-85.611
15749,38.248,-85.750,38.310,-85.589
13473,38.248,-85.750,38.294,-85.608
17833,38.248,-85.750,38.310,-85.563
18236,38.248,-85.750,38.309,-85.557
18528,38.248,-85.750,38.241,-85.539
19846,38.248,-85.750,38.241,-85.524
16971,38.248,-85.750,38.249,-85.557
17222,38.248,-85.750,38.253,-85.554
20166,38.248,-85.750,38.248,-85.520
9424,38.248,-85.750,38.226,-85.646
13943,38.248,-85.750,38.244,-85.591
14136,38.248,-85.750,38.237,-85.590
16225,38.248,-85.750,38.235,-85.566
15390,38.248,-85.750,38.233,-85.576
12513,38.248,-85.750,38.221,-85.611
9925,38.248,-85.750,38.199,-85.656
10558,38.248,-85.750,38.208,-85.641
11534,38.248,-85.750,38.199,-85.634
10973,38.248,-85.750,38.212,-85.634
12266,38.248,-85.750,38.189,-85.632
15635,38.248,-85.750,38.191,-85.587
16968,38.248,-85.750,38.181,-85.576
16156,38.248,-85.750,38.174,-85.591
12318,38.248,-85.750,38.212,-85.617
8221,38.248,-85.750,38.204,-85.675
10202,38.248,-85.750,38.188,-85.662
9309,38.248,-85.750,38.172,-85.704
18171,38.248,-85.750,38.165,-85.571
16716,38.248,-85.750,38.165,-85.591
16114,38.248,-85.750,38.150,-85.614
17445,38.248,-85.750,38.144,-85.601
21818,38.248,-85.750,38.181,-85.516
23865,38.248,-85.750,38.230,-85.479
26035,38.248,-85.750,38.225,-85.454
29029,38.248,-85.750,38.174,-85.432
22012,38.248,-85.750,38.097,-85.587
20948,38.248,-85.750,38.094,-85.611
18426,38.248,-85.750,38.103,-85.646
14099,38.248,-85.750,38.135,-85.675
19761,38.248,-85.750,38.099,-85.876
19428,38.248,-85.750,38.100,-85.869
12809,38.248,-85.750,38.134,-85.776
12697,38.248,-85.750,38.153,-85.831
11591,38.248,-85.750,38.160,-85.823
10398,38.248,-85.750,38.167,-85.812
17648,38.248,-85.750,38.124,-85.877
17382,38.248,-85.750,38.131,-85.883
15786,38.248,-85.750,38.132,-85.855
15888,38.248,-85.750,38.129,-85.852
13912,38.248,-85.750,38.157,-85.861
9511,38.248,-85.750,38.182,-85.821
10512,38.248,-85.750,38.177,-85.831
11719,38.248,-85.750,38.171,-85.843
7078,38.248,-85.750,38.210,-85.816
9030,38.248,-85.750,38.193,-85.827
10856,38.248,-85.750,38.191,-85.852
5364,38.248,-85.750,38.223,-85.803
49278,38.248,-85.750,37.889,-86.081
55392,38.248,-85.750,37.815,-86.065
46461,38.248,-85.750,38.009,-86.186
52153,38.248,-85.750,37.800,-85.569
55223,38.248,-85.750,37.756,-85.652
35067,38.248,-85.750,38.403,-85.402
24889,38.248,-85.750,38.296,-85.473
29197,38.248,-85.750,38.330,-85.433
22344,38.248,-85.750,38.332,-85.519
20271,38.248,-85.750,38.383,-85.596
23286,38.248,-85.750,38.411,-85.584
57744,38.248,-85.750,38.193,-85.095
52302,38.248,-85.750,38.291,-85.155
46431,38.248,-85.750,38.219,-85.221
42562,38.248,-85.750,38.217,-85.266
34616,38.248,-85.750,38.126,-85.387
39129,38.248,-85.750,38.108,-85.341
36423,38.248,-85.750,38.110,-85.373
38887,38.248,-85.750,38.072,-85.366
82162,38.249,-85.748,37.712,-86.391
28671,38.249,-85.748,38.044,-85.549
26696,38.249,-85.748,38.060,-85.560
28609,38.249,-85.748,38.097,-85.485
28098,38.249,-85.748,38.094,-85.495
26968,38.249,-85.748,38.078,-85.529
29130,38.249,-85.748,38.042,-85.543
27636,38.249,-85.748,38.006,-85.677
25653,38.249,-85.748,38.047,-85.605
20528,38.249,-85.748,38.076,-85.666
26639,38.249,-85.748,38.009,-85.737
26729,38.249,-85.748,38.016,-85.825
29936,38.249,-85.748,37.981,-85.712
80461,38.249,-85.748,38.208,-84.831
77133,38.249,-85.748,38.227,-84.867
5363,38.249,-85.748,38.266,-85.806
5655,38.249,-85.748,38.263,-85.810
6344,38.249,-85.748,38.252,-85.820
6083,38.249,-85.748,38.252,-85.817
5196,38.249,-85.748,38.238,-85.806
4192,38.249,-85.748,38.233,-85.792
4547,38.249,-85.748,38.232,-85.795
4253,38.249,-85.748,38.231,-85.791
4177,38.249,-85.748,38.238,-85.794
4106,38.249,-85.748,38.244,-85.795
3764,38.249,-85.748,38.243,-85.790
4541,38.249,-85.748,38.266,-85.795
3028,38.249,-85.748,38.262,-85.778
2976,38.249,-85.748,38.261,-85.779
3436,38.249,-85.748,38.257,-85.786
3418,38.249,-85.748,38.255,-85.786
3415,38.249,-85.748,38.252,-85.787
4282,38.249,-85.748,38.259,-85.795
2971,38.249,-85.748,38.243,-85.781
2901,38.249,-85.748,38.240,-85.779
3689,38.249,-85.748,38.234,-85.786
2170,38.249,-85.748,38.255,-85.772
1745,38.249,-85.748,38.251,-85.768
3329,38.249,-85.748,38.221,-85.763
5906,38.249,-85.748,38.202,-85.780
6248,38.249,-85.748,38.198,-85.779
6570,38.249,-85.748,38.196,-85.781
6308,38.249,-85.748,38.193,-85.762
7264,38.249,-85.748,38.190,-85.785
7533,38.249,-85.748,38.189,-85.788
7830,38.249,-85.748,38.184,-85.782
8862,38.249,-85.748,38.176,-85.789
8347,38.249,-85.748,38.176,-85.769
1277,38.249,-85.748,38.254,-85.761
1504,38.249,-85.748,38.251,-85.765
1574,38.249,-85.748,38.241,-85.763
1218,38.249,-85.748,38.240,-85.755
2237,38.249,-85.748,38.231,-85.759
2518,38.249,-85.748,38.228,-85.759
2688,38.249,-85.748,38.226,-85.759
2820,38.249,-85.748,38.226,-85.763
2868,38.249,-85.748,38.225,-85.761
1403,38.249,-85.748,38.256,-85.734
660,38.249,-85.748,38.252,-85.741
599,38.249,-85.748,38.250,-85.741
559,38.249,-85.748,38.250,-85.742
812,38.249,-85.748,38.252,-85.739
731,38.249,-85.748,38.250,-85.740
659,38.249,-85.748,38.244,-85.745
2157,38.249,-85.748,38.238,-85.728
2546,38.249,-85.748,38.236,-85.724
1373,38.249,-85.748,38.237,-85.748
2462,38.249,-85.748,38.228,-85.755
2628,38.249,-85.748,38.226,-85.754
2624,38.249,-85.748,38.226,-85.756
2712,38.249,-85.748,38.226,-85.737
2421,38.249,-85.748,38.228,-85.741
3144,38.249,-85.748,38.222,-85.739
3602,38.249,-85.748,38.217,-85.745
3243,38.249,-85.748,38.261,-85.714
13754,38.249,-85.748,38.327,-85.626
11036,38.249,-85.748,38.295,-85.636
15597,38.249,-85.748,38.353,-85.628
4465,38.249,-85.748,38.268,-85.703
5678,38.249,-85.748,38.267,-85.687
7886,38.249,-85.748,38.251,-85.658
7803,38.249,-85.748,38.250,-85.659
6587,38.249,-85.748,38.253,-85.673
5340,38.249,-85.748,38.253,-85.687
4951,38.249,-85.748,38.253,-85.692
2584,38.249,-85.748,38.256,-85.720
1923,38.249,-85.748,38.249,-85.726
3669,38.249,-85.748,38.231,-85.713
4152,38.249,-85.748,38.234,-85.705
5525,38.249,-85.748,38.223,-85.694
11180,38.249,-85.748,38.150,-85.773
4735,38.249,-85.748,38.216,-85.714
5062,38.249,-85.748,38.205,-85.732
4063,38.249,-85.748,38.213,-85.738
6633,38.249,-85.748,38.209,-85.692
10398,38.249,-85.748,38.262,-85.630
14953,38.249,-85.748,38.270,-85.579
13746,38.249,-85.748,38.271,-85.593
13800,38.249,-85.748,38.264,-85.591
12497,38.249,-85.748,38.252,-85.605
25736,38.249,-85.748,38.252,-85.454
15174,38.249,-85.748,38.296,-85.585
19110,38.249,-85.748,38.320,-85.549
16481,38.249,-85.748,38.344,-85.604
18925,38.249,-85.748,38.328,-85.556
21849,38.249,-85.748,38.286,-85.503
14043,38.249,-85.748,38.319,-85.614
12021,38.249,-85.748,38.293,-85.622
19637,38.249,-85.748,38.241,-85.524
18344,38.249,-85.748,38.238,-85.539
18501,38.249,-85.748,38.287,-85.542
16810,38.249,-85.748,38.267,-85.557
16631,38.249,-85.748,38.259,-85.558
19120,38.249,-85.748,38.254,-85.530
7972,38.249,-85.748,38.245,-85.657
8298,38.249,-85.748,38.238,-85.654
9064,38.249,-85.748,38.251,-85.645
9443,38.249,-85.748,38.248,-85.640
14629,38.249,-85.748,38.227,-85.583
12506,38.249,-85.748,38.226,-85.608
15315,38.249,-85.748,38.244,-85.573
16544,38.249,-85.748,38.240,-85.559
17077,38.249,-85.748,38.244,-85.553
17368,38.249,-85.748,38.243,-85.550
9803,38.249,-85.748,38.224,-85.641
8281,38.249,-85.748,38.212,-85.666
10321,38.249,-85.748,38.217,-85.637
9307,38.249,-85.748,38.194,-85.668
11030,38.249,-85.748,38.204,-85.636
11604,38.249,-85.748,38.199,-85.632
10867,38.249,-85.748,38.214,-85.632
20400,38.249,-85.748,38.197,-85.524
20591,38.249,-85.748,38.197,-85.522
19812,38.249,-85.748,38.195,-85.532
18754,38.249,-85.748,38.196,-85.545
11924,38.249,-85.748,38.215,-85.619
13805,38.249,-85.748,38.215,-85.596
8038,38.249,-85.748,38.204,-85.676
9643,38.249,-85.748,38.185,-85.674
10910,38.249,-85.748,38.170,-85.674
9747,38.249,-85.748,38.169,-85.702
11584,38.249,-85.748,38.162,-85.675
14191,38.249,-85.748,38.144,-85.655
14815,38.249,-85.748,38.144,-85.643
17378,38.249,-85.748,38.170,-85.577
17613,38.249,-85.748,38.164,-85.578
14389,38.249,-85.748,38.157,-85.633
16003,38.249,-85.748,38.133,-85.640
17237,38.249,-85.748,38.131,-85.620
16584,38.249,-85.748,38.136,-85.624
16318,38.249,-85.748,38.149,-85.612
18027,38.249,-85.748,38.142,-85.594
17210,38.249,-85.748,38.191,-85.566
